# PSRJ;RAJ;err_RAJ;DECJ;err_DECJ;F0;err_F0;F1;err_F1;F2;err_F2;N_ToA;T;Flags
J1555-3134;15:55:17.947;(2);-31:34:20.3;(1);1.93009273101;(2);-0.23061;(7);0.0;(+0.34,-0.11);49;3.19;
J1557-4258;15:57:00.25445;(6);-42:58:12.35;(1);3.0377858242;(+1,-2);-3.04646;(+8,-7);0.0;(+0.05,-0.131);90;3.54;
J1559-4438;15:59:41.525;(1);-44:38:45.85;(3);3.89018703598;(+2,-3);-15.4484;(2);0.0;(+0.53,-0.27);66;3.37;
J1559-5545;15:59:20.7;(1);-55:45:47;(1);1.04464080328;(5);-21.733;(3);0.0;(+12.5,-3.9);87;3.49;
J1600-3053;16:00:51.8941;(7);-30:53:49.70;(3);277.937706823;(2);-0.687;(5);0.0;(+47.9,-46.2);32;3.39;PPTA, B
J1600-5044;16:00:53.033;(5);-50:44:20.93;(8);5.19197591119;(2);-136.452;(+1,-9);0.0;(+3.1,-1.2);175;3.63;
J1603-2531;16:03:04.8253;(6);-25:31:47.9;(4);3.53267858106;(4);-19.8906;(2);0.0;(+1.13,-0.29);29;3.36;
J1603-2712;16:03:08.036;(1);-27:13:27.0;(7);1.28482652061;(4);-4.9683;(+1,-2);0.0;(+0.11,-0.28);29;3.0;
J1603-7202;16:03:35.6736;(9);-72:02:32.795;(7);67.3765811129;(+1,-2);-0.074;(+6,-5);0.0;(+0.66,-0.56);38;3.11;PPTA, B
J1604-4909;16:04:22.985;(2);-49:09:58.33;(5);3.05419496456;(5);-9.4894;(3);0.0;(+1.25,-0.25);113;3.47;
J1605-5257;16:05:16.265;(3);-52:57:34.80;(5);1.51972586121;(1);-0.59109;(+4,-3);0.0;(+0.12,-0.43);162;3.75;
J1613-4714;16:13:29.018;(4);-47:14:26.41;(8);2.61522196138;(2);-4.33493;(6);0.0;(+0.31,-0.23);65;3.35;
J1622-4950;16:22:44;(620);-49:50:54;(3668);0.2311087;(3);-526;(+54.3,-56.9);0.0;(+5145.6,-7084.3);77;1.21;
J1623-0908;16:23:17.658;(4);-09:08:48.9;(3);0.783424111867;(+2,-1);-1.58401;(5);0.0;(+0.36,-0.49);31;3.13;
J1623-4256;16:23:48.291;(6);-42:56:52.6;(1);2.74279572052;(1);-7.5624;(+8,-7);0.0;(+1.16,-0.06);57;3.47;
J1626-4537;16:26:48.94;(1);-45:37:25.8;(6);2.701641249;(2);-60.541;(4);0.0;(+190.9,-230.7);35;1.21;
J1633-4453;16:33:47.03;(3);-44:53:08.58;(7);2.2908895877;(3);-32.539;(+5,-6);0.0;(+327.5,-153.7);33;1.24;
J1633-5015;16:33:00.0861;(1);-50:15:08.358;(3);2.83973605453;(1);-30.54746;(4);0.0;(+0.128,-0.07);110;3.74;
J1639-4604;16:39:21.198;(3);-46:04:33.23;(7);1.88992880367;(3);-20.60947;(9);0.0;(+0.69,-0.88);57;2.47;
J1644-4559;16:44:49.234;(6);-45:59:10.3;(1);2.19742452445;(+4,-3);-96.9653;(+4,-5);1;(+1.1,-1.4);648;4.1;
J1646-6831;16:46:54.91;(3);-68:31:51.7;(1);0.560031669373;(2);-0.5337;(1);0.0;(+0.074,-0.14);27;3.35;
J1651-4246;16:51:48.797;(6);-42:46:09.97;(1);1.18472094037;(+4,-5);-6.662;(+3,-2);0.0;(+0.72,-0.76);148;3.46;
J1651-5222;16:51:42.962;(2);-52:22:58.38;(3);1.5746588888;(1);-4.48968;(3);0.0;(+0.24,-0.017);95;3.38;
J1651-5255;16:51:41.41;(1);-52:55:47.7;(2);1.12291858733;(1);-2.6677;(6);0.0;(+0.94,-0.04);71;3.14;
J1652-2404;16:52:58.50;(5);-24:03:54;(7);0.586943472123;(+4,-3);-1.0877;(1);0.0;(+0.29,-0.26);27;2.87;
J1700-3312;17:00:52.96;(2);-33:12:45;(1);0.736209097583;(+6,-5);-2.5543;(2);0.0;(+0.19,-0.37);53;3.36;
J1701-3726;17:01:18.45;(1);-37:26:27.2;(5);0.407395359535;(2);-1.84611;(+5,-6);0.0;(+0.23,-0.21);62;3.17;
J1703-1846;17:03:51.102;(9);-18:46:13;(1);1.24325189271;(3);-2.67613;(1);0.0;(+0.06,-0.21);34;3.18;
J1703-3241;17:03:22.514;(2);-32:41:48.5;(1);0.825228539025;(5);-0.44787;(2);0.0;(+0.057,-0.067);81;3.54;
J1703-4851;17:03:54.541;(7);-48:52:01.04;(1);0.716124628374;(2);-2.60178;(+5,-7);0.0;(+0.22,-0.09);50;3.36;
J1705-1906;17:05:36.093;(2);-19:06:39.2;(3);3.34458679304;(+6,-7);-46.2498;(3);0.0;(+0.27,-0.89);78;3.52;
J1705-3423;17:05:42.362;(3);-34:23:43.1;(2);3.91501633777;(1);-16.4861;(+6,-5);0.0;(+0.6,-1.6);112;3.43;
J1707-4053;17:07:21.78;(2);-40:53:55.1;(9);1.72111797519;(2);-5.6882;(+5,-4);0.0;(+2.0,-1.5);57;3.51;
J1708-3426;17:08:57.79;(1);-34:26:44.0;(6);1.44484514046;(+3,-5);-8.7827;(2);0.0;(+0.42,-0.59);52;3.35;
J1709-1640;17:09:26.452;(4);-16:40:59.2;(4);1.53125350203;(+1,-7);-14.8003;(+5,-6);0.612;38;3.63;
J1709-4429;17:09:42.62;(5);-44:29:12;(1);9.7542901224;(+6,-4);-8850.16;(+6,-8);196;(+31.4,-20.1);111;3.5;
J1711-5350;17:11:53.13;(1);-53:50:18.3;(2);1.11205916031;(1);-19.2133;(5);0.0;(+0.47,-0.73);46;3.1;
J1715-4034;17:15:40.92;(3);-40:34:18;(1);0.482589475307;(+7,-6);-0.7063;(2);0.0;(+0.48,-0.52);76;3.5;
J1717-3425;17:17:20.30;(1);-34:25:00.31;(8);1.52368077976;(+5,-6);-22.72;(2);2;(+1.7,-1.6);56;2.38;
J1717-4054;17:17:52.31;(1);-41:03:13.0;(4);1.12648202933;(+6,-8);-4.7161;(+8,-5);-1.54;(+9,-2);31;4.09;
J1720-1633;17:20:25.23;(1);-16:33:35;(1);0.638730665146;(3);-2.3719;(+9,-1);0.0;(+0.23,-0.06);41;3.13;
J1720-2933;17:20:34.131;(5);-29:33:14.0;(5);1.61173637049;(+3,-2);-1.9396;(1);0.0;(+0.22,-0.22);43;3.29;
J1722-3207;17:22:02.9641;(1);-32:07:45.07;(6);2.09574210095;(3);-2.8316;(1);0.0;(+0.2,-0.22);89;3.17;
J1722-3712;17:22:59.17;(5);-37:12:03.;(2);4.23402576366;(4);-194.486;(2);16;(+13.7,-12.7);116;3.1;
J1727-2739;17:27:30.98;(3);-27:38:53;(4);0.7733354277;(+3,-2);-0.6399;(+5,-6);3;(+15.8,-1.7);34;2.42;
J1730-2304;17:30:21.682;(4);-23:04:30;(1);123.110287079;(+1,-9);-0.3023;(+2,-4);0.0;(+1.6,-1.2);42;3.3;PPTA
J1731-4744;17:31:42.21;(1);-47:44:38.7;(4);1.2049313854;(+2,-3);-237.394;(5);-9;(+3.2,-0.6);145;3.58;
J1733-2228;17:33:26.43;(3);-22:28:37;(10);1.14720621377;(5);-0.0585;(+2,-1);23;(+0.0,-14.1);40;3.05;
J1736-2457;17:36:45.4;(1);-24:57:50;(33);0.3784689286;(+3,-2);-0.452;(+5,-6);0.0;(+174.6,-205.3);25;1.14;
J1739-2903;17:39:34.285;(2);-29:03:03.96;(3);3.09704932896;(+9,-8);-75.5355;(+3,-4);0.0;(+0.36,-0.6);88;3.02;
J1740-3015;17:40:33.98;(5);-30:15:22;(5);1.647450502;(+2,-3);-1263.51;(+7,-9);0.0;(+46.0,-51.7);229;3.47;
J1741-3927;17:41:18.079;(1);-39:27:38.12;(7);1.95231526583;(1);-6.4645;(+5,-6);2.81;(+3,-5);74;3.14;
J1743-3150;17:43:36.710;(8);-31:50:22.7;(9);0.414138298084;(1);-20.7152;(+4,-5);0.0;(+0.13,-0.09);84;3.16;
J1745-3040;17:45:56.3081;(6);-30:40:23.30;(6);2.72156341619;(+1,-2);-79.04005;(+8,-9);0.0;(+0.23,-0.1);110;3.5;
J1751-4657;17:51:42.185;(1);-46:57:26.72;(4);1.34706694407;(+4,-3);-2.35478;(+1,-2);0.0;(+0.09,-0.083);53;3.61;
J1752-2806;17:52:58.707;(8);-28:06:36;(1);1.77757096075;(6);-25.6877;(+8,-7);0.51;(+3,-4);145;4.1;
J1757-2421;17:57:29.37;(1);-24:19:54;(10);4.2715099866;(+2,-3);-236.544;(+5,-4);0.0;(+166.8,-147.0);66;1.31;
J1759-2205;17:59:24.164;(4);-22:05:33;(2);2.16928428064;(+1,-2);-51.0746;(+7,-6);0.0;(+1.52,-0.26);54;3.02;
J1759-3107;17:59:22.056;(4);-31:07:21.8;(5);0.926822758345;(3);-3.24135;(9);0.0;(+0.81,-0.48);40;2.39;
J1801-0357;18:01:22.628;(3);-03:57:55.7;(2);1.08519559579;(4);-3.8928;(1);0.0;(+0.78,-0.46);29;2.34;
J1801-2920;18:01:46.839;(3);-29:20:38.1;(3);0.924290873961;(1);-2.81266;(3);0.0;(+0.24,-0.02);60;3.26;
J1803-2137;18:03:51.4;(1);-21:37:07.;(27);7.478883401;(+4,-6);-7488;(+1.1,-0.9);283;(+29.1,-39.6);52;1.29;
J1805-1504;18:05:06.1;(2);-15:04:36;(10);0.84654711;(1);-0.31;(2);0.0;(+378.9,-625.7);28;1.25;
J1807-0847;18:07:38.0259;(2);-08:47:43.28;(1);6.10771328217;(+6,-5);-1.06808;(+2,-1);0.0;(+0.12,-0.057);74;3.7;
J1807-2715;18:07:08.4918;(3);-27:15:02.07;(5);1.20804374592;(6);-17.8128;(2);0.0;(+0.65,-0.2);77;3.12;
J1808-0813;18:08:09.432;(1);-08:13:01.8;(4);1.14149384538;(5);-1.6108;(2);0.0;(+0.13,-0.35);32;3.38;
J1809-2109;18:09:14.32;(3);-21:09:02.;(5);1.42365721129;(4);-7.747;(1);0.0;(+22.7,-13.0);29;2.4;
J1810-5338;18:10:44.473;(3);-53:38:07.631;(6);3.8306868647;(4);-5.6604;(1);0.0;(+0.78,-0.49);32;2.96;
J1816-2650;18:16:35.399;(6);-26:49:53;(1);1.68666719259;(+2,-3);-0.18919;(+9,-1);0.0;(+0.75,-0.83);51;3.35;
J1818-1422;18:18:23.77;(1);-14:22:39;(1);3.43064845763;(2);-23.9924;(+6,-7);0.0;(+1.2,-3.0);51;3.02;
J1820-0427;18:20:52.559;(2);-04:27:37.9;(1);1.67201171071;(+6,-9);-17.6967;(+5,-3);-0.64;(+5,-6);55;3.63;
J1822-2256;18:22:58.95;(4);-22:56:29;(16);0.53354117731;(2);-0.38531;(5);0.0;(+0.31,-0.14);57;3.33;
J1823-0154;18:23:52.138;(3);-01:54:04.94;(1);1.31617369972;(+3,-2);-1.95718;(9);0.0;(+0.41,-0.34);35;3.14;
J1823-1115;18:23:40.3;(1);-11:15:11;(1);3.57360247363;(2);-17.5869;(+7,-8);0.0;(+2.8,-2.4);53;3.19;B
J1823-3106;18:23:46.819;(4);-31:06:48.0;(3);3.52042950493;(+1,-9);-36.3594;(+4,-6);0.693;35;3.11;
J1824-0127;18:24:53.43;(1);-01:27:51.4;(4);0.400084842618;(3);-0.62531;(+8,-1);0.0;(+0.81,-0.82);30;2.4;
J1824-1945;18:24:00.4360;(4);-19:45:44.5;(8);5.28154642765;(1);-146.2029;(+8,-7);-2;(+1.9,-1.9);95;3.38;
J1825-0935;18:25:30.62;(6);-09:35:22;(4);1.3003801253;(1);-88.397;(3);0.0;(+59.4,-52.1);144;3.84;
J1827-0750;18:27:02.7071;(6);-07:50:15.4;(2);3.69682174881;(+6,-5);-21.224;(2);0.0;(+8.0,-6.7);49;2.36;
J1829-1751;18:29:43.15;(1);-17:51:13;(1);3.25587939511;(+2,-3);-58.78;(1);0.0;(+0.9,-1.1);79;3.41;
J1830-1135;18:30:01.787;(6);-11:35:27;(6);0.160730937421;(6);-1.2319;(2);0.0;(+0.51,-0.61);40;2.99;
J1832-0827;18:32:37.013;(2);-08:27:03.16;(1);1.54478860938;(6);-152.4959;(+3,-2);-0.393;93;3.21;
J1833-0338;18:33:42.028;(8);-03:39:08.00;(3);1.45617035595;(+1,-9);-88.0832;(+4,-5);1;(+1.1,-1.7);102;3.19;
J1833-0827;18:33:40.245;(2);-08:27:30.9;(1);11.7247184586;(5);-1261.993;(2);0.0;(+4.1,-5.2);54;2.96;
J1834-0426;18:34:25.621;(3);-04:26:15.7;(2);3.44698922332;(3);-0.8605;(1);0.0;(+1.0,-0.8);53;3.22;
J1835-1020;18:35:57.44;(3);-10:19:51;(2);3.3063181115;(1);-64.651;(5);0.0;(+5.2,-16.0);53;3.23;
J1836-0436;18:36:51.77;(1);-04:36:37.3;(7);2.82296346028;(4);-13.232;(1);0.0;(+11.7,-48.8);31;2.42;
J1836-1008;18:36:53.922;(3);-10:08:09.39;(2);1.77708391524;(+8,-1);-37.1805;(+8,-4);0.0;(+1.2,-1.3);74;3.53;
J1837-0653;18:37:14.53;(7);-06:52:55;(5);0.52471147608;(+4,-5);-0.194;(+2,-1);0.0;(+6.1,-6.1);50;2.24;
J1840-0809;18:40:33.365;(6);-08:09:03.62;(4);1.04638272527;(3);-2.57306;(+9,-1);0.0;(+0.17,-0.2);75;3.43;
J1840-0815;18:40:13.756;(9);-08:15:08.88;(4);0.912041662037;(3);-2.01835;(8);0.0;(+0.6,-1.3);51;2.44;
J1841-0425;18:41:05.663;(5);-04:25:19.5;(2);5.37198570613;(4);-184.318;(1);0.0;(+3.2,-6.3);31;2.24;
J1841+0912;18:41:55.921;(7);+09:12:07.29;(2);2.62246808546;(+3,-4);-7.505;(+2,-1);0.0;(+0.3,-4.2);29;3.23;
J1842-0359;18:42:26.49;(1);-04:00:01.52;(7);0.543494594895;(5);-0.1501;(1);0.0;(+0.4,-1.0);77;3.44;
J1843-0000;18:43:27.965;(9);-00:00:41.5;(2);1.13593208324;(+1,-2);-10.0305;(7);0.0;(+1.0,-0.7);60;3.19;
J1844-0433;18:44:33.446;(3);-04:33:12.5;(1);1.00905187281;(2);-3.98545;(+4,-5);0.0;(+0.29,-0.24);46;2.68;
J1845-0743;18:45:57.1763;(9);-07:43:38.16;(5);9.55157970586;(+5,-4);-33.444;(1);0.0;(+1.5,-2.4);72;2.46;
J1847-0402;18:47:22.850;(1);-04:02:14.70;(7);1.67277577163;(+6,-4);-144.6391;(+2,-3);0.0;(+0.36,-0.0);127;3.53;
J1848-0123;18:48:23.596;(1);-01:23:58.48;(6);1.51644857592;(+3,-6);-11.9808;(+4,-2);0.19;(+2,-1);111;3.49;
J1849-0636;18:49:06.4647;(2);-06:37:06.91;(1);0.689011346415;(3);-21.9601;(1);0.0;(+0.02,-0.23);108;3.23;
J1852-0635;18:52:57.448;(5);-06:36:00.45;(2);1.90782618111;(+5,-4);-53.2438;(1);0.0;(+0.59,-0.23);109;3.25;
J1852-2610;18:52:59.471;(5);-26:10:13.6;(6);2.9732067598;(6);-0.7704;(+1,-2);0.0;(+1.5,-1.9);25;2.43;
J1857+0212;18:57:43.654;(8);+02:12:41.0;(3);2.40470716439;(+9,-1);-232.7342;(3);0.0;(+1.4,-0.35);71;2.72;
J1900-2600;19:00:47.542;(5);-26:00:44.8;(6);1.63342812459;(1);-0.54862;(+4,-5);0.0;(+0.15,-0.167);40;3.44;
J1901+0331;19:01:31.76;(1);+03:31:06.73;(4);1.52565744968;(2);-17.3341;(+8,-6);0.0;(+2.3,-2.6);127;3.13;
J1901+0716;19:01:39.02;(1);+07:16:33.6;(5);1.55279458439;(4);-5.577;(1);0.0;(+4.6,-1.3);28;2.61;
J1901-0906;19:01:53.007;(3);-09:06:10.9;(2);0.561189668479;(+6,-7);-0.516;(2);0.0;(+0.08,-0.19);52;3.12;
J1902+0556;19:02:42.60;(1);+05:56:25.8;(1);1.33943019014;(1);-23.0839;(4);0.0;(+1.3,-2.6);32;2.44;
J1902+0615;19:02:50.277;(3);+06:16:33.41;(7);1.48476895959;(4);-16.9975;(1);0.0;(+0.5,-2.3);45;2.62;
J1903+0135;19:03:29.973;(1);+01:35:38.73;(4);1.37116475483;(2);-7.57312;(8);0.0;(+0.16,-0.28);94;3.18;
J1903-0632;19:03:37.934;(2);-06:32:21.52;(9);2.31540809127;(+7,-8);-18.1244;(+4,-3);0.0;(+0.16,-0.71);69;3.14;
J1905-0056;19:05:27.752;(6);-00:56:40.8;(3);1.55476661905;(+7,-6);-7.3951;(1);0.0;(+2.0,-1.7);29;2.45;
J1909+0007;19:09:35.252;(2);+00:07:56.84;(9);0.983329997648;(+4,-7);-5.3391;(+3,-2);0.0;(+0.37,-0.68);71;3.07;
J1909+0254;19:09:38.311;(2);+02:54:50.36;(9);1.01026940483;(1);-5.61185;(4);0.0;(+0.24,-0.1);51;3.19;
J1909+1102;19:09:48.6829;(9);+11:02:03.044;(3);3.5255695764;(+1,-9);-32.8178;(4);1;(+0.7,-1.1);95;3.19;
J1909-3744;19:09:47.42783;(7);-37:44:14.767;(3);339.315686856;(5);-1.6153;(2);0.0;(+4,-5);68;3.54;PPTA, B
J1910-0309;19:10:29.692;(2);-03:09:54.1;(1);1.98174395507;(+3,-4);-8.61183;(1);-0.22;(+2,-4);43;3.09;
J1910+0358;19:10:09.016;(3);+03:58:30;(1);0.429135601854;(+1,-8);-0.8134;(3);0.0;(+1.6,-1.9);44;2.39;
J1913-0440;19:13:54.1624;(9);-04:40:47.56;(4);1.21074218559;(2);-5.9681;(1);0.0;(+0.38,-0.21);88;3.52;
J1913+1400;19:13:24.352;(1);+14:00:52.50;(3);1.91764388163;(+2,-3);-2.95953;(7);0.0;(+0.29,-0.24);66;2.63;
J1915+1009;19:15:29.993;(1);+10:09:43.58;(3);2.47187153893;(3);-93.22115;(+9,-8);0.0;(+0.71,-0.2);105;3.13;
J1916+0951;19:16:32.333;(1);+09:51:25.97;(3);3.70019376623;(8);-34.52;(+4,-3);0.0;(+0.1,-0.51);86;3.17;
J1916+1312;19:16:58.67;(2);+13:12:50.0;(4);3.548050079;(2);-46.069;(+4,-5);0.0;(+49.9,-9.6);39;161.67;
J1917+1353;19:17:39.794;(3);+13:53:57.16;(8);5.13779943103;(4);-189.936;(1);1;(+1.1,-1.5);71;2.47;
J1919+0021;19:19:50.670;(2);+00:21:39.8;(1);0.78599927;(+8,-7);-4.74138;(+2,-3);0.0;(+0.18,-0.15);97;3.26;
J1926+0431;19:26:24.472;(2);+04:31:31.54;(8);0.931029279866;(+1,-2);-2.13409;(+4,-5);0.0;(+0.18,-0.1);130;3.18;
J1932+1059;19:32:14.038;(2);+10:59:33.21;(5);4.41464565156;(1);-22.5369;(+7,-6);0.0;(+1.6,-1.4);116;3.64;
J1932-3655;19:32:06.1280;(6);-36:55:01.78;(3);1.75002463079;(+9,-1);-0.8767;(3);0.0;(+0.6,-3.6);39;2.38;
J1935+1616;19:35:47.8255;(2);+16:16:39.723;(4);2.78750145981;(+3,-5);-46.6373;(+1,-8);0.0;(+0.51,-0.31);59;2.15;
J1941-2602;19:41:00.4169;(1);-26:02:05.884;(9);2.48226091399;(+9,-8);-5.89424;(2);0.0;(+0.21,-0.098);105;3.09;
J1943-1237;19:43:25.461;(3);-12:37:42.9;(2);1.02835150982;(+1,-9);-1.75624;(+4,-3);0.0;(+1.4,-0.2);54;3.22;
J1945-0040;19:45:28.33;(3);-00:40:59;(1);0.9563585837;(1);-0.47;(2);0.0;(+79.1,-88.5);64;1.3;
J1946-2913;19:46:51.757;(5);-29:13:48.1;(3);1.04226478935;(1);-1.61748;(+5,-4);0.0;(+0.2,-0.14);63;3.27;
J2006-0807;20:06:16.365;(4);-08:07:02.16;(2);1.72155151633;(5);-0.1355;(+1,-9);0.0;(+0.52,-0.4);255;3.42;
J2033+0042;20:33:31.12;(2);+00:42:24.1;(9);0.199465428208;(+3,-2);-0.38564;(+6,-7);0.0;(+0.21,-0.09);129;3.28;
J2038-3816;20:38:54.36;(3);-38:16:15.6;(9);0.633999188596;(9);-1.6728;(3);0.0;(+2.6,-6.7);48;2.4;
J2046-0421;20:46:00.1760;(2);-04:21:26.3;(1);0.646437789195;(+1,-9);-0.61473;(+3,-2);0.0;(+0.044,-0.064);141;3.41;
J2046+1540;20:46:39.336;(5);+15:40:33.6;(1);0.878513972444;(3);-0.14056;(7);0.0;(+0.21,-0.24);72;3.39;
J2048-1616;20:48:35.74;(2);-16:16:45;(1);0.509792367545;(6);-2.84929;(2);0.0;(+0.071,-0.055);105;4.04;
J2051-0827;20:51:07.52058;(5);-08:27:37.61;(2);221.796283548;(3);-0.6248;(+9,-7);0.0;(+2.6,-0.5);193;3.23;B
J2053-7200;20:53:47.280;(4);-72:00:42.48;(2);2.9296611297;(3);-1.69606;(+9,-8);0.0;(+0.1,-0.19);64;3.22;
J2116+1414;21:16:13.761;(1);+14:14:20.38;(4);2.27193569866;(4);-1.49439;(8);0.0;(+0.13,-0.38);127;3.18;
J2129-5721;21:29:22.77664;(9);-57:21:14.2954;(7);268.359226956;(2);-1.5024;(5);0.0;(+14.1,-15.3);100;2.22;PPTA, B
J2144-3933;21:44:12.01;(1);-39:33:58.4;(3);0.117511188481;(+4,-5);-0.0064;(+1,-2);0.0;(+0.038,-0.089);95;3.2;
J2145-0750;21:45:50.4552;(8);-07:50:18.56;(3);62.2958878113;(3);-0.111;(1);0.0;(+2.5,-0.1);162;3.12;PPTA, B
J2155-3118;21:55:13.64;(1);-31:18:53.8;(2);0.97087088287;(+3,-2);-1.16876;(+7,-8);0.0;(+0.25,-0.21);61;3.08;
J2222-0137;22:22:05.96713;(1);-01:37:15.731;(5);30.4712133291;(1);-0.0535;(+3,-5);0.0;(+0.67,-0.17);216;3.2;B
J2241-5236;22:41:42.03154;(6);-52:36:36.2491;(6);457.310149438;(+9,-1);-1.4408;(6);0.0;(+0.65,-0.81);295;3.27;PPTA, B
J2248-0101;22:48:26.884;(6);-01:01:48.0;(2);2.09541027394;(5);-2.8961;(1);0.0;(+0.8,-2.5);172;2.54;
J2324-6054;23:24:27.14;(1);-60:54:05.794;(9);0.425987202198;(+1,-9);-0.46843;(+3,-4);0.0;(+0.061,-0.12);87;3.07;
J2330-2005;23:30:26.986;(2);-20:05:29.75;(7);0.608411174931;(4);-1.71419;(1);0.0;(+0.042,-0.097);172;3.52;
J2346-0609;23:46:50.54;(1);-06:10:01.04;(4);0.846407381972;(3);-0.9728;(1);0.0;(+0.04,-0.46);236;3.23;
